adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids
apply thinly BID–TID,5 days,,,,pruritus_localized_adult,Localized pruritus,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.02%,gold_regimen_63ba3fa13c18,,False,SWAP1,SWAP,BDS001057,FRM0057,False,False,
apply thinly BID,7–14 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,gold_regimen_95ad280c5cbd,,False,RX1,RX NOW,BDS001491,FRM0058,False,False,
1 tab PO OD if itchy,5 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_1065de476b76,,False,SWAP1,SWAP,BDS004213,FRM0058,False,False,
apply thinly BID,7–14 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,gold_regimen_5637f66ecfa3,,False,RX1,RX NOW,BDS001491,FRM0058,False,False,
1 tab PO OD if itchy,5 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_c8696582c042,,False,SWAP1,SWAP,BDS004213,FRM0058,False,False,
apply thinly BID,7–14 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,gold_regimen_947d93f3e893,,False,RX1,RX NOW,BDS001491,FRM0058,False,False,
1 tab PO OD if itchy,5 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_84f22be0b25f,,False,SWAP1,SWAP,BDS004213,FRM0058,False,False,
apply thinly TID–QID to lesion,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_e35f5990ad17,,False,RX1,RX NOW,BDS002003,FRM0059,False,False,
clean around lesion TOP BID,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_07e1f01101fc,,False,RX2,RX NOW,BDS001238,FRM0059,False,False,
1 cap PO TID,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_b89b3b13fd3e,,False,SWAP1,SWAP,BDS002201,FRM0059,False,False,
apply thinly TID–QID to lesion,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_18b87c8417d3,,False,RX1,RX NOW,BDS002003,FRM0059,False,False,
clean around lesion TOP BID,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_9c6310bbe1e8,,False,RX2,RX NOW,BDS001238,FRM0059,False,False,
1 cap PO TID,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_c8eb75cf89de,,False,SWAP1,SWAP,BDS002201,FRM0059,False,False,
apply thinly TID–QID to lesion,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_8fd84310d0e6,,False,RX1,RX NOW,BDS002003,FRM0059,False,False,
clean around lesion TOP BID,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_ad291c18955a,,False,RX2,RX NOW,BDS001238,FRM0059,False,False,
1 cap PO TID,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_6b8b3dab4de6,,False,SWAP1,SWAP,BDS002201,FRM0059,False,False,
clean around wound TOP BID,3–5 days,,,,minor_wound_care_adult,Minor wound care support,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_2f8c13f0b0cf,,False,RX1,RX NOW,BDS001238,FRM0060,False,False,
apply thinly to small superficial wound if infected-looking,5 days,,,,minor_wound_care_adult,Minor wound care support,False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_38cc6a05f112,,False,RX2,RX NOW,BDS002003,FRM0060,False,False,
clean around wound TOP BID,3–5 days,,,,minor_wound_care_adult,Minor wound care support,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_dcf723d7feb4,,False,RX1,RX NOW,BDS001238,FRM0060,False,False,
apply thinly to small superficial wound if infected-looking,5 days,,,,minor_wound_care_adult,Minor wound care support,False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_b12a658f8342,,False,RX2,RX NOW,BDS002003,FRM0060,False,False,
clean around wound TOP BID,3–5 days,,,,minor_wound_care_adult,Minor wound care support,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_47ab5cb854ac,,False,RX1,RX NOW,BDS001238,FRM0060,False,False,
apply thinly to small superficial wound if infected-looking,5 days,,,,minor_wound_care_adult,Minor wound care support,False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_daa9d26d8a71,,False,RX2,RX NOW,BDS002003,FRM0060,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_5e71359233a1,,False,RX1,RX NOW,BDS004035,FRM0061,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_b0ae6e32cd70,,False,RX2,RX NOW,BDS001552,FRM0061,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_e764a57c645e,,False,SWAP1,SWAP,BDS003679,FRM0061,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_2b73915db4d3,,False,RX1,RX NOW,BDS004035,FRM0061,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_ef0c94644cc2,,False,RX2,RX NOW,BDS001552,FRM0061,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_62010dd84dda,,False,SWAP1,SWAP,BDS003679,FRM0061,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_4a331b34c526,,False,RX1,RX NOW,BDS004035,FRM0061,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_363ba42d1b07,,False,RX2,RX NOW,BDS001552,FRM0061,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_9ad8091cb044,,False,SWAP1,SWAP,BDS003679,FRM0061,False,False,
apply to ulcer BID–TID after meals / HS,5 days,,,,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,False,False,source_missing_hide_from_rx,False,Lidocaine HCl 20 mg.+Chamomile Flower Extract 185 mg.+Ethanol 50% v/v+Tromethamole 1.37% w/w+Preservative (Benzalkonium Chloride 1 mg.)/1 g.,gold_regimen_d311012db095,,False,RX1,RX NOW,BDS002430,FRM0062,False,False,
apply thin film to ulcer BID–TID after meals,5 days,,,,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.1%,gold_regimen_1d912e4d32ec,,False,RX2,RX NOW,BDS007549,FRM0062,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_2be7dc1b1715,,False,SWAP1,SWAP,BDS003762,FRM0062,False,False,
apply to ulcer BID–TID after meals / HS,5 days,,,,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,False,False,source_missing_hide_from_rx,False,Lidocaine HCl 20 mg.+Chamomile Flower Extract 185 mg.+Ethanol 50% v/v+Tromethamole 1.37% w/w+Preservative (Benzalkonium Chloride 1 mg.)/1 g.,gold_regimen_46c6f6ac9bf2,,False,RX1,RX NOW,BDS002430,FRM0062,False,False,
apply thin film to ulcer BID–TID after meals,5 days,,,,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.1%,gold_regimen_23753812388a,,False,RX2,RX NOW,BDS007549,FRM0062,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_ee5cd35a0d53,,False,SWAP1,SWAP,BDS003762,FRM0062,False,False,
apply to ulcer BID–TID after meals / HS,5 days,,,,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,False,False,source_missing_hide_from_rx,False,Lidocaine HCl 20 mg.+Chamomile Flower Extract 185 mg.+Ethanol 50% v/v+Tromethamole 1.37% w/w+Preservative (Benzalkonium Chloride 1 mg.)/1 g.,gold_regimen_7ac0ab83c622,,False,RX1,RX NOW,BDS002430,FRM0062,False,False,
apply thin film to ulcer BID–TID after meals,5 days,,,,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.1%,gold_regimen_e795265ac55d,,False,RX2,RX NOW,BDS007549,FRM0062,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_541f060c273f,,False,SWAP1,SWAP,BDS003762,FRM0062,False,False,
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_1362e321bf98,,False,RX1,RX NOW,BDS044320,FRM0063,False,False,
2 sprays/nostril OD,7 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),gold_regimen_f0131b2002d5,,False,RX2,RX NOW,BDS002805,FRM0063,False,False,
1 tab PO OD if allergy prominent,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_5ffe3e51d490,,False,SWAP1,SWAP,BDS004213,FRM0063,False,False,
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_28226c8904e5,,False,RX1,RX NOW,BDS044320,FRM0063,False,False,
2 sprays/nostril OD,7 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),gold_regimen_f994eb1e354f,,False,RX2,RX NOW,BDS002805,FRM0063,False,False,
1 tab PO OD if allergy prominent,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_10b698418826,,False,SWAP1,SWAP,BDS004213,FRM0063,False,False,
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_e7d7623955b0,,False,RX1,RX NOW,BDS044320,FRM0063,False,False,
2 sprays/nostril OD,7 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),gold_regimen_c9dd93c663dc,,False,RX2,RX NOW,BDS002805,FRM0063,False,False,
1 tab PO OD if allergy prominent,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_a28ea97f8bcb,,False,SWAP1,SWAP,BDS004213,FRM0063,False,False,
1 tab PO TID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 8 mg.,gold_regimen_129c951ce0e1,,False,RX1,RX NOW,BDS001255,FRM0064,False,False,
1 tab PO TID–QID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 30 mg.,gold_regimen_bf11aecb97f2,,False,RX2,RX NOW,BDS002655,FRM0064,False,False,
1 eff tab PO OD,5 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 600 mg.,gold_regimen_4ac31f96fe5b,,False,SWAP1,SWAP,BDS002901,FRM0064,False,False,
1 tab PO TID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 8 mg.,gold_regimen_77872babcf8f,,False,RX1,RX NOW,BDS001255,FRM0064,False,False,
1 tab PO TID–QID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 30 mg.,gold_regimen_dce1333b52b5,,False,RX2,RX NOW,BDS002655,FRM0064,False,False,
1 eff tab PO OD,5 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 600 mg.,gold_regimen_17a02f082d7f,,False,SWAP1,SWAP,BDS002901,FRM0064,False,False,
1 tab PO TID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 8 mg.,gold_regimen_2d1044db3718,,False,RX1,RX NOW,BDS001255,FRM0064,False,False,
1 tab PO TID–QID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 30 mg.,gold_regimen_9154fd88e554,,False,RX2,RX NOW,BDS002655,FRM0064,False,False,
1 eff tab PO OD,5 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 600 mg.,gold_regimen_3c04a1d740cd,,False,SWAP1,SWAP,BDS002901,FRM0064,False,False,
1–2 tabs PO q4–6h PRN pain/fever,3 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_4656c5e017da,,False,RX1,RX NOW,BDS003762,FRM0065,False,False,
2 sprays to mouth/throat TID,5 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,gold_regimen_97814e942b0c,,False,RX2,RX NOW,BDS002411,FRM0065,False,False,
1 lozenge dissolve slowly q2–3h PRN,3–5 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,"2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",gold_regimen_3f69c282d2d0,,False,RX3,RX NOW,BDS003574,FRM0065,False,False,
1–2 tabs PO q4–6h PRN pain/fever,3 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_415157d634df,,False,RX1,RX NOW,BDS003762,FRM0065,False,False,
2 sprays to mouth/throat TID,5 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,gold_regimen_ecea4894cc73,,False,RX2,RX NOW,BDS002411,FRM0065,False,False,
1 lozenge dissolve slowly q2–3h PRN,3–5 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,"2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",gold_regimen_ac0245a3655b,,False,RX3,RX NOW,BDS003574,FRM0065,False,False,
1–2 tabs PO q4–6h PRN pain/fever,3 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_d5315f2d006d,,False,RX1,RX NOW,BDS003762,FRM0065,False,False,
2 sprays to mouth/throat TID,5 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,gold_regimen_f52c066a0f7d,,False,RX2,RX NOW,BDS002411,FRM0065,False,False,
1 lozenge dissolve slowly q2–3h PRN,3–5 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,"2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",gold_regimen_0a07aef93a5e,,False,RX3,RX NOW,BDS003574,FRM0065,False,False,
apply thinly BID–TID to active itchy areas,5 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.02%,gold_regimen_b08ccf7fa55c,,False,RX1,RX NOW,BDS001057,FRM0066,False,False,
apply to dry skin BID–TID,7 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,10% Urea,gold_regimen_17c008294e35,,False,RX2,RX NOW,BDS001682,FRM0066,False,False,
1 tab PO OD if itchy,5 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_61e2a5f935c9,,False,SWAP1,SWAP,BDS004213,FRM0066,False,False,
apply thinly BID–TID to active itchy areas,5 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.02%,gold_regimen_8e36114b2adb,,False,RX1,RX NOW,BDS001057,FRM0066,False,False,
apply to dry skin BID–TID,7 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,10% Urea,gold_regimen_2ec8f4e20ea2,,False,RX2,RX NOW,BDS001682,FRM0066,False,False,
1 tab PO OD if itchy,5 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_d1761504bcc0,,False,SWAP1,SWAP,BDS004213,FRM0066,False,False,
apply thinly BID–TID to active itchy areas,5 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.02%,gold_regimen_217f864beb4f,,False,RX1,RX NOW,BDS001057,FRM0066,False,False,
apply to dry skin BID–TID,7 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,10% Urea,gold_regimen_51545ea6d7e8,,False,RX2,RX NOW,BDS001682,FRM0066,False,False,
1 tab PO OD if itchy,5 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_b2eb2065a818,,False,SWAP1,SWAP,BDS004213,FRM0066,False,False,
apply to affected area TID–QID,5 days,,,,localized_muscle_ache_support_adult,Localized muscle ache support,False,False,source_missing_hide_from_rx,False,Menthol 1.5%+Pine Needle Oil 1.35%+Wintergreen Oil 0.35%+Orange Oil 0.4%,gold_regimen_88d4eec04ff8,,False,RX1,RX NOW,BDS003118,FRM0067,False,False,
spray to affected area TID–QID,5 days,,,,localized_muscle_ache_support_adult,Localized muscle ache support,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_9c3a93c9506e,,False,RX2,RX NOW,BDS003914,FRM0067,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,localized_muscle_ache_support_adult,Localized muscle ache support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_a00f1c76d991,,False,SWAP1,SWAP,BDS003762,FRM0067,False,False,
apply to affected area TID–QID,5 days,,,,localized_muscle_ache_support_adult,Localized muscle ache support,False,False,source_missing_hide_from_rx,False,Menthol 1.5%+Pine Needle Oil 1.35%+Wintergreen Oil 0.35%+Orange Oil 0.4%,gold_regimen_7e3b2ff3326a,,False,RX1,RX NOW,BDS003118,FRM0067,False,False,
spray to affected area TID–QID,5 days,,,,localized_muscle_ache_support_adult,Localized muscle ache support,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_212aba5a0612,,False,RX2,RX NOW,BDS003914,FRM0067,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,localized_muscle_ache_support_adult,Localized muscle ache support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_b93559210047,,False,SWAP1,SWAP,BDS003762,FRM0067,False,False,
apply to affected area TID–QID,5 days,,,,localized_muscle_ache_support_adult,Localized muscle ache support,False,False,source_missing_hide_from_rx,False,Menthol 1.5%+Pine Needle Oil 1.35%+Wintergreen Oil 0.35%+Orange Oil 0.4%,gold_regimen_af969dfd483b,,False,RX1,RX NOW,BDS003118,FRM0067,False,False,
spray to affected area TID–QID,5 days,,,,localized_muscle_ache_support_adult,Localized muscle ache support,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_78e18e15905f,,False,RX2,RX NOW,BDS003914,FRM0067,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,localized_muscle_ache_support_adult,Localized muscle ache support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_9353b5bc5e04,,False,SWAP1,SWAP,BDS003762,FRM0067,False,False,
use as eye wash BID–TID PRN,3–5 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_385501bda542,,False,RX1,RX NOW,BDS046208,FRM0068,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_3d8f40c53fc7,,False,RX2,RX NOW,BDS004035,FRM0068,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_931ff7f8839d,,False,SWAP1,SWAP,BDS001552,FRM0068,False,False,
use as eye wash BID–TID PRN,3–5 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_15935004dc13,,False,RX1,RX NOW,BDS046208,FRM0068,False,False,
