adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids
5 mL PO BID,5 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_efb57588d6cb,,False,RX1,RX NOW,BDS001046,FRM0097,False,False,
5 mL PO q6h PRN fever/pain,3 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_94c38670a28e,,False,RX2,RX NOW,BDS003763,FRM0097,False,False,
5 mL PO BID,5 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_7cd5cd2c9928,,False,RX1,RX NOW,BDS001046,FRM0097,False,False,
5 mL PO q6h PRN fever/pain,3 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_20181ba9b066,,False,RX2,RX NOW,BDS003763,FRM0097,False,False,
5 mL PO BID,5 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_1ee35ca21c4c,,False,RX1,RX NOW,BDS001046,FRM0097,False,False,
5 mL PO q6h PRN fever/pain,3 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_6ac058d1a8f0,,False,RX2,RX NOW,BDS003763,FRM0097,False,False,
1 tab PO BID before meals,5 days,,,,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),False,False,source_missing_hide_from_rx,False,Roxithromycin 150 mg.,gold_regimen_7cc26f83e246,,False,RX1,RX NOW,BDS007066,FRM0098,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_5d5b3360e7a7,,False,RX2,RX NOW,BDS003762,FRM0098,False,False,
1 tab PO BID before meals,5 days,,,,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),False,False,source_missing_hide_from_rx,False,Roxithromycin 150 mg.,gold_regimen_023575b2be8c,,False,RX1,RX NOW,BDS007066,FRM0098,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_bdb168d67440,,False,RX2,RX NOW,BDS003762,FRM0098,False,False,
1 tab PO BID before meals,5 days,,,,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),False,False,source_missing_hide_from_rx,False,Roxithromycin 150 mg.,gold_regimen_cf141e9e247e,,False,RX1,RX NOW,BDS007066,FRM0098,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_a09d1139aa97,,False,RX2,RX NOW,BDS003762,FRM0098,False,False,
1 tab PO BID,5 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_615db903da9b,,False,RX1,RX NOW,BDS001103,FRM0099,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_8fe95059ffd8,,False,RX2,RX NOW,BDS003762,FRM0099,False,False,
1 tab PO BID,5 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_5b42dcdfa588,,False,RX1,RX NOW,BDS001103,FRM0099,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_f8f7d5e34d36,,False,RX2,RX NOW,BDS003762,FRM0099,False,False,
1 tab PO BID,5 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_55873400843c,,False,RX1,RX NOW,BDS001103,FRM0099,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_aa81e37f3af5,,False,RX2,RX NOW,BDS003762,FRM0099,False,False,
1 cap PO TID,5 days,,,,infected_insect_bite_adult,Infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_9df8b3aefe1c,,False,RX1,RX NOW,BDS002201,FRM0100,False,False,
apply thinly TID,5–7 days,,,,infected_insect_bite_adult,Infected insect bite,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_fcb6437e96c8,,False,RX2,RX NOW,BDS001991,FRM0100,False,False,
1 cap PO TID,5 days,,,,infected_insect_bite_adult,Infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_83340b04bf22,,False,RX1,RX NOW,BDS002201,FRM0100,False,False,
apply thinly TID,5–7 days,,,,infected_insect_bite_adult,Infected insect bite,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_954dfff78d19,,False,RX2,RX NOW,BDS001991,FRM0100,False,False,
1 cap PO TID,5 days,,,,infected_insect_bite_adult,Infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_155ec8c428ef,,False,RX1,RX NOW,BDS002201,FRM0100,False,False,
apply thinly TID,5–7 days,,,,infected_insect_bite_adult,Infected insect bite,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_415302d65100,,False,RX2,RX NOW,BDS001991,FRM0100,False,False,
5 mL PO BID,5 days,,,,infected_insect_bite_peds,Pediatric infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_632ed16a47a2,,False,RX1,RX NOW,BDS001046,FRM0101,False,False,
apply thinly TID,5 days,,,,infected_insect_bite_peds,Pediatric infected insect bite,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_8ea13ef845c9,,False,RX2,RX NOW,BDS001991,FRM0101,False,False,
5 mL PO BID,5 days,,,,infected_insect_bite_peds,Pediatric infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_080bdc564537,,False,RX1,RX NOW,BDS001046,FRM0101,False,False,
apply thinly TID,5 days,,,,infected_insect_bite_peds,Pediatric infected insect bite,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_45e2f5eb8859,,False,RX2,RX NOW,BDS001991,FRM0101,False,False,
5 mL PO BID,5 days,,,,infected_insect_bite_peds,Pediatric infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_99063756e34f,,False,RX1,RX NOW,BDS001046,FRM0101,False,False,
apply thinly TID,5 days,,,,infected_insect_bite_peds,Pediatric infected insect bite,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_91b53271ba6e,,False,RX2,RX NOW,BDS001991,FRM0101,False,False,
1 tab PO BID,5 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_75956fb0625d,,False,RX1,RX NOW,BDS001103,FRM0102,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_87f6f1980099,,False,RX2,RX NOW,BDS003762,FRM0102,False,False,
1 tab PO BID,5 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_91939347ee31,,False,RX1,RX NOW,BDS001103,FRM0102,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_ab177e95e0ea,,False,RX2,RX NOW,BDS003762,FRM0102,False,False,
1 tab PO BID,5 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_dc1c11081eb3,,False,RX1,RX NOW,BDS001103,FRM0102,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_ead3de148e16,,False,RX2,RX NOW,BDS003762,FRM0102,False,False,
1 cap PO TID,5 days,,,,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_205750b9d800,,False,RX1,RX NOW,BDS002201,FRM0103,False,False,
apply thinly TID,5–7 days,,,,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_2a6f6b376391,,False,RX2,RX NOW,BDS001991,FRM0103,False,False,
1 cap PO TID,5 days,,,,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_ef3342ecc769,,False,RX1,RX NOW,BDS002201,FRM0103,False,False,
apply thinly TID,5–7 days,,,,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_7dfe672bd84f,,False,RX2,RX NOW,BDS001991,FRM0103,False,False,
1 cap PO TID,5 days,,,,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_cb52ed657df9,,False,RX1,RX NOW,BDS002201,FRM0103,False,False,
apply thinly TID,5–7 days,,,,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_6f3faa6ad3fd,,False,RX2,RX NOW,BDS001991,FRM0103,False,False,
apply thinly TID,5–7 days,,,,localized_folliculitis_adult,Localized folliculitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_49aeb1e3e6ff,,False,RX1,RX NOW,BDS001991,FRM0104,False,False,
1 cap PO TID,5 days,,,,localized_folliculitis_adult,Localized folliculitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_ba07bbef3ca4,,False,SWAP1,SWAP,BDS002201,FRM0104,False,False,
apply thinly TID,5–7 days,,,,localized_folliculitis_adult,Localized folliculitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_4fe06a203433,,False,RX1,RX NOW,BDS001991,FRM0104,False,False,
1 cap PO TID,5 days,,,,localized_folliculitis_adult,Localized folliculitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_9d8837fd614a,,False,SWAP1,SWAP,BDS002201,FRM0104,False,False,
apply thinly TID,5–7 days,,,,localized_folliculitis_adult,Localized folliculitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_0bd47ad1b22c,,False,RX1,RX NOW,BDS001991,FRM0104,False,False,
1 cap PO TID,5 days,,,,localized_folliculitis_adult,Localized folliculitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_35fd7c1d706c,,False,SWAP1,SWAP,BDS002201,FRM0104,False,False,
clean around abrasion TOP BID,3–5 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_fb6b45b7f6a8,,False,RX1,RX NOW,BDS001238,FRM0105,False,False,
apply thinly TID,5–7 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_0a65af3062a2,,False,RX2,RX NOW,BDS001991,FRM0105,False,False,
1 cap PO TID,5 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_4fa82d021522,,False,SWAP1,SWAP,BDS002201,FRM0105,False,False,
clean around abrasion TOP BID,3–5 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_624ee1cc1f46,,False,RX1,RX NOW,BDS001238,FRM0105,False,False,
apply thinly TID,5–7 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_5e304462dd44,,False,RX2,RX NOW,BDS001991,FRM0105,False,False,
1 cap PO TID,5 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_2aa77cf41031,,False,SWAP1,SWAP,BDS002201,FRM0105,False,False,
clean around abrasion TOP BID,3–5 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_6689758dda68,,False,RX1,RX NOW,BDS001238,FRM0105,False,False,
apply thinly TID,5–7 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_10ef36d73477,,False,RX2,RX NOW,BDS001991,FRM0105,False,False,
1 cap PO TID,5 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_1f60be049df4,,False,SWAP1,SWAP,BDS002201,FRM0105,False,False,
apply thinly BID–TID,5 days,,,,infected_eczema_localized_adult,Localized infected eczema / dermatitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g,gold_regimen_c27be24a7ecd,,False,RX1,RX NOW,BDS001910,FRM0106,False,False,
apply thinly BID–TID,5 days,,,,infected_eczema_localized_adult,Localized infected eczema / dermatitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g,gold_regimen_f433685cb2e4,,False,SWAP1,SWAP,BDS001908,FRM0106,False,False,
apply thinly BID–TID,5 days,,,,infected_eczema_localized_adult,Localized infected eczema / dermatitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g,gold_regimen_244ce354077e,,False,RX1,RX NOW,BDS001910,FRM0106,False,False,
apply thinly BID–TID,5 days,,,,infected_eczema_localized_adult,Localized infected eczema / dermatitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g,gold_regimen_d3e9fa7828c5,,False,SWAP1,SWAP,BDS001908,FRM0106,False,False,
apply thinly BID–TID,5 days,,,,infected_eczema_localized_adult,Localized infected eczema / dermatitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g,gold_regimen_87d505e664b1,,False,RX1,RX NOW,BDS001910,FRM0106,False,False,
apply thinly BID–TID,5 days,,,,infected_eczema_localized_adult,Localized infected eczema / dermatitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g,gold_regimen_be3d15ab900a,,False,SWAP1,SWAP,BDS001908,FRM0106,False,False,
1 tab PO BID,5 days,,,,uncomplicated_uti_adult,Uncomplicated cystitis / lower UTI,False,False,source_missing_hide_from_rx,False,Norfloxacin 400 mg.,gold_regimen_a9cf482ef5ee,,False,RX1,RX NOW,BDS007591,FRM0107,False,False,
1 tab PO BID,5 days,,,,uncomplicated_uti_adult,Uncomplicated cystitis / lower UTI,False,False,source_missing_hide_from_rx,False,Norfloxacin 400 mg.,gold_regimen_164b7354a666,,False,RX1,RX NOW,BDS007591,FRM0107,False,False,
1 tab PO BID,5 days,,,,uncomplicated_uti_adult,Uncomplicated cystitis / lower UTI,False,False,source_missing_hide_from_rx,False,Norfloxacin 400 mg.,gold_regimen_2b22bba34b5e,,False,RX1,RX NOW,BDS007591,FRM0107,False,False,
2–3 drops affected eye QID–5x/day,5 days,,,,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,False,False,source_missing_hide_from_rx,False,Chloramphenicol 5 mg./1 ml.,gold_regimen_7bf3c95191d7,,False,RX1,RX NOW,BDS001437,FRM0108,False,False,
1 drop affected eye BID,5 days,,,,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_4876c5f0501f,,False,RX2,RX NOW,BDS001847,FRM0108,False,False,
apply ophthalmic ointment HS,5 days,,,,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_4e223307dc1b,,False,SWAP1,SWAP,BDS003721,FRM0108,False,False,
2–3 drops affected eye QID–5x/day,5 days,,,,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,False,False,source_missing_hide_from_rx,False,Chloramphenicol 5 mg./1 ml.,gold_regimen_61d20d4acfc2,,False,RX1,RX NOW,BDS001437,FRM0108,False,False,
1 drop affected eye BID,5 days,,,,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_eea7eff6db6d,,False,RX2,RX NOW,BDS001847,FRM0108,False,False,
apply ophthalmic ointment HS,5 days,,,,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_094d101fbe23,,False,SWAP1,SWAP,BDS003721,FRM0108,False,False,
2–3 drops affected eye QID–5x/day,5 days,,,,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,False,False,source_missing_hide_from_rx,False,Chloramphenicol 5 mg./1 ml.,gold_regimen_c2617b8bd8a5,,False,RX1,RX NOW,BDS001437,FRM0108,False,False,
1 drop affected eye BID,5 days,,,,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_bc61cfb22fbf,,False,RX2,RX NOW,BDS001847,FRM0108,False,False,
apply ophthalmic ointment HS,5 days,,,,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_b3efbd7a29ae,,False,SWAP1,SWAP,BDS003721,FRM0108,False,False,
apply thinly TID,5–7 days,,,,bacterial_skin_infection_topical_peds,Pediatric topical bacterial skin infection support,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_a8f5967b94eb,,False,RX1,RX NOW,BDS001991,FRM0109,False,False,
apply thinly TID,5–7 days,,,,bacterial_skin_infection_topical_peds,Pediatric topical bacterial skin infection support,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_4e838c1bc9fa,,False,RX1,RX NOW,BDS001991,FRM0109,False,False,
apply thinly TID,5–7 days,,,,bacterial_skin_infection_topical_peds,Pediatric topical bacterial skin infection support,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_aa606cce7bd0,,False,RX1,RX NOW,BDS001991,FRM0109,False,False,
apply thinly TID,5–7 days,,,,bacterial_skin_infection_topical_adult,Adult topical bacterial skin infection support,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_6c73ef918be7,,False,RX1,RX NOW,BDS001991,FRM0110,False,False,
apply thinly TID,5–7 days,,,,bacterial_skin_infection_topical_adult,Adult topical bacterial skin infection support,False,False,source_missing_hide_from_rx,False,Fusidic acid 20 mg./1 g.,gold_regimen_092950a7b968,,False,RX1,RX NOW,BDS001991,FRM0110,False,False,
