adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids,product_match_gap_reason
apply thinly BID–TID,7–14 days,,,,fungal_intertrigo_adult,Fungal intertrigo,False,False,source_missing_hide_from_rx,False,Clotrimazole 1 g./100 g.,gold_regimen_841e96fb962a,,False,RX1,RX NOW,BDS001489,FRM0125,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
apply thinly BID–TID,7–14 days,,,,fungal_intertrigo_adult,Fungal intertrigo,False,False,source_missing_hide_from_rx,False,Clotrimazole 1 g./100 g.,gold_regimen_507924d33fda,,False,RX1,RX NOW,BDS001489,FRM0125,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
apply thinly BID–TID,7–14 days,,,,fungal_intertrigo_adult,Fungal intertrigo,False,False,source_missing_hide_from_rx,False,Clotrimazole 1 g./100 g.,gold_regimen_c3ec64074089,,False,RX1,RX NOW,BDS001489,FRM0125,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
apply thinly BID–TID,7–14 days,,,,cutaneous_candidiasis_adult,Cutaneous candidiasis,False,False,source_missing_hide_from_rx,False,Clotrimazole 1 g./100 g.,gold_regimen_ce67d8ead9c4,,False,RX1,RX NOW,BDS001489,FRM0127,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
apply thinly BID–TID,7–14 days,,,,cutaneous_candidiasis_adult,Cutaneous candidiasis,False,False,source_missing_hide_from_rx,False,Clotrimazole 1 g./100 g.,gold_regimen_997ebf73beac,,False,RX1,RX NOW,BDS001489,FRM0127,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
apply thinly BID–TID,7–14 days,,,,cutaneous_candidiasis_adult,Cutaneous candidiasis,False,False,source_missing_hide_from_rx,False,Clotrimazole 1 g./100 g.,gold_regimen_50e1d1254bcf,,False,RX1,RX NOW,BDS001489,FRM0127,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_pain_support_adult,Dental pain support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_f9f23abdfddf,,False,RX1,RX NOW,BDS003762,FRM0130,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO q4–6h PRN pain,3 days,,,,dental_pain_support_adult,Dental pain support,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_13b3506dc97e,,False,RX2,RX NOW,BDS002042,FRM0130,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_pain_support_adult,Dental pain support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_ec4f334b6999,,False,RX1,RX NOW,BDS003762,FRM0130,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO q4–6h PRN pain,3 days,,,,dental_pain_support_adult,Dental pain support,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_f55c5962ae3b,,False,RX2,RX NOW,BDS002042,FRM0130,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_pain_support_adult,Dental pain support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_1f7b12487e5c,,False,RX1,RX NOW,BDS003762,FRM0130,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO q4–6h PRN pain,3 days,,,,dental_pain_support_adult,Dental pain support,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_12cdd458fe3a,,False,RX2,RX NOW,BDS002042,FRM0130,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,gingivitis_localized_adult,Localized gingivitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_da18ab86d480,,False,RX2,RX NOW,BDS003762,FRM0131,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,gingivitis_localized_adult,Localized gingivitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_f8a2cbef5db1,,False,RX2,RX NOW,BDS003762,FRM0131,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,gingivitis_localized_adult,Localized gingivitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_9b62d5bcb33c,,False,RX2,RX NOW,BDS003762,FRM0131,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,gum_inflammation_support_adult,Gum inflammation support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_b7158a224991,,False,RX2,RX NOW,BDS003762,FRM0132,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,gum_inflammation_support_adult,Gum inflammation support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_9f1282bb1fd1,,False,RX2,RX NOW,BDS003762,FRM0132,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,gum_inflammation_support_adult,Gum inflammation support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_82d62d8a271f,,False,RX2,RX NOW,BDS003762,FRM0132,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,dental_abscess_support_adult,Dental abscess support,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_c6a487c5cd94,,False,RX1,RX NOW,BDS001103,FRM0133,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_abscess_support_adult,Dental abscess support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_32651372265d,,False,RX2,RX NOW,BDS003762,FRM0133,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,dental_abscess_support_adult,Dental abscess support,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_a2e4eb361d51,,False,RX1,RX NOW,BDS001103,FRM0133,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_abscess_support_adult,Dental abscess support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_449c2bb3ef8d,,False,RX2,RX NOW,BDS003762,FRM0133,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,dental_abscess_support_adult,Dental abscess support,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_0e183eed3b56,,False,RX1,RX NOW,BDS001103,FRM0133,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_abscess_support_adult,Dental abscess support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_adbeff0895e0,,False,RX2,RX NOW,BDS003762,FRM0133,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
