query_id,priority,product_id,product_name,generic_name,disease_key,source_category,source_target,query,expected_fields,retrieval_status,notes
gq_423b762eb77f,A,BDS003769,Telfast 60 mg [Fexofenadine HCl 60 mg.],Fexofenadine HCl,,product_label,Thai FDA/NDI,Fexofenadine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_a4382af16820,B,BDS003769,Telfast 60 mg [Fexofenadine HCl 60 mg.],Fexofenadine HCl,,official_label,DailyMed/FDA/eMC,Fexofenadine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_b54eee27239b,A,BDS049255,Vifas 180 mg. [Fexofenadine HCl 180 mg.],Fexofenadine HCl,,product_label,Thai FDA/NDI,Fexofenadine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_df8c0a51f0ee,B,BDS049255,Vifas 180 mg. [Fexofenadine HCl 180 mg.],Fexofenadine HCl,,official_label,DailyMed/FDA/eMC,Fexofenadine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_7e67fa3700a8,A,BDS049254,Vifas 60 mg. [Fexofenadine HCl 60 mg.],Fexofenadine HCl,,product_label,Thai FDA/NDI,Fexofenadine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5aee7018c824,B,BDS049254,Vifas 60 mg. [Fexofenadine HCl 60 mg.],Fexofenadine HCl,,official_label,DailyMed/FDA/eMC,Fexofenadine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ceacce514bd3,A,BDS004130,Xyzal 5 mg [Levocetirizine dihydrochloride 5 mg.],Levocetirizine dihydrochloride,,product_label,Thai FDA/NDI,Levocetirizine dihydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_42289f7dcf17,B,BDS004130,Xyzal 5 mg [Levocetirizine dihydrochloride 5 mg.],Levocetirizine dihydrochloride,,official_label,DailyMed/FDA/eMC,Levocetirizine dihydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_90fb8239ea74,A,BDS007691,Zatifen [Ketotifen 1 mg.],Ketotifen,,product_label,Thai FDA/NDI,Ketotifen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_2e4a2f51ab84,B,BDS007691,Zatifen [Ketotifen 1 mg.],Ketotifen,,official_label,DailyMed/FDA/eMC,Ketotifen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_473460a5511c,A,BDS004224,Zensil [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,product_label,Thai FDA/NDI,Cetirizine dihydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_25e0ce9beba0,B,BDS004224,Zensil [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,official_label,DailyMed/FDA/eMC,Cetirizine dihydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e64bf38139f7,A,BDS049778,Zirin [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,product_label,Thai FDA/NDI,Cetirizine dihydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_ecb7f190f3bb,B,BDS049778,Zirin [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,official_label,DailyMed/FDA/eMC,Cetirizine dihydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_03e17b3c06ee,A,BDS004213,Zyrtec [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,product_label,Thai FDA/NDI,Cetirizine dihydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_0de518f73338,B,BDS004213,Zyrtec [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,official_label,DailyMed/FDA/eMC,Cetirizine dihydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_475376f2b4c4,A,BDS008754,Zytizine F/C tabslet [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,product_label,Thai FDA/NDI,Cetirizine dihydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5d926ac49cf3,B,BDS008754,Zytizine F/C tabslet [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,official_label,DailyMed/FDA/eMC,Cetirizine dihydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_34d5f2960965,A,BDS001008,Chlophe [Chlorpheniramine Maleate 2 mg.],Chlorpheniramine Maleate,,product_label,Thai FDA/NDI,Chlorpheniramine Maleate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_8d2ad49242c7,B,BDS001008,Chlophe [Chlorpheniramine Maleate 2 mg.],Chlorpheniramine Maleate,,official_label,DailyMed/FDA/eMC,Chlorpheniramine Maleate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_815663426170,A,BDS041504,Chlorpheniramine 2 mg. [Chlorpheniramine Maleate 2 mg.],Chlorpheniramine Maleate,,product_label,Thai FDA/NDI,Chlorpheniramine Maleate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_19bf50cec97e,B,BDS041504,Chlorpheniramine 2 mg. [Chlorpheniramine Maleate 2 mg.],Chlorpheniramine Maleate,,official_label,DailyMed/FDA/eMC,Chlorpheniramine Maleate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_9b8e636e0e3f,A,BDS001255,Bisolvon [Bromhexine HCl 8 mg.],Bromhexine HCl,,product_label,Thai FDA/NDI,Bromhexine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_3bbeab073a5c,B,BDS001255,Bisolvon [Bromhexine HCl 8 mg.],Bromhexine HCl,,official_label,DailyMed/FDA/eMC,Bromhexine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_553c05b48906,A,BDS008141,Bocytin Capsule [Carbocysteine 375 mg.],Carbocysteine,,product_label,Thai FDA/NDI,Carbocysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f2d923f5f12c,B,BDS008141,Bocytin Capsule [Carbocysteine 375 mg.],Carbocysteine,,official_label,DailyMed/FDA/eMC,Carbocysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_636304ae360a,A,BDS001531,Cystaline [Acetylcysteine 600 mg.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_55b3aab4060f,B,BDS001531,Cystaline [Acetylcysteine 600 mg.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_76b963f0e24b,A,BDS043123,Facil 100 [Acetylcysteine 100 mg./5 g.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_aff76d878cb1,B,BDS043123,Facil 100 [Acetylcysteine 100 mg./5 g.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_fd13f44425e8,A,BDS043124,Facil 200 [Acetylcysteine 200 mg./3 g.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_82080e00429a,B,BDS043124,Facil 200 [Acetylcysteine 200 mg./3 g.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_7541e22de0d5,A,BDS001937,Flemex Foil [Carbocysteine 375 mg.],Carbocysteine,,product_label,Thai FDA/NDI,Carbocysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_0f7414484b24,B,BDS001937,Flemex Foil [Carbocysteine 375 mg.],Carbocysteine,,official_label,DailyMed/FDA/eMC,Carbocysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_b7be3e5c27b5,A,BDS043121,Flemex-AC OD [Acetylcysteine 600 mg.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_4e2362708a99,B,BDS043121,Flemex-AC OD [Acetylcysteine 600 mg.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_036d120fdd41,A,BDS001936,Fluimucil A 200 mg [Acetylcysteine 200 mg./3 g.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_3b559d33b832,B,BDS001936,Fluimucil A 200 mg [Acetylcysteine 200 mg./3 g.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_89f03f8f3f42,A,BDS001909,Fluimucil A 600 mg [Acetylcysteine 600 mg.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_4dfb4cc38fe6,B,BDS001909,Fluimucil A 600 mg [Acetylcysteine 600 mg.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e14b87fbed8c,A,BDS002574,Muclear tabslet [Acetylcysteine 600 mg.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_306ee6dcc9ba,B,BDS002574,Muclear tabslet [Acetylcysteine 600 mg.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_c15e39c1c31f,A,BDS002655,Mucolid [Ambroxol HCl 30 mg.],Ambroxol HCl,,product_label,Thai FDA/NDI,Ambroxol HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_37b1188720b0,B,BDS002655,Mucolid [Ambroxol HCl 30 mg.],Ambroxol HCl,,official_label,DailyMed/FDA/eMC,Ambroxol HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_fab2d86fcb6c,A,BDS002640,Mucolid SF 600 [Acetylcysteine 600 mg./7 g.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_daf7d82380fa,B,BDS002640,Mucolid SF 600 [Acetylcysteine 600 mg./7 g.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_39dfe432e9d8,A,BDS008135,Muco-Sea 200 [Acetylcysteine 200 mg./3 g.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_981473e3b509,B,BDS008135,Muco-Sea 200 [Acetylcysteine 200 mg./3 g.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_2b1c9ed8fb3f,A,BDS002643,Mucosolvan [Ambroxol HCl 30 mg.],Ambroxol HCl,,product_label,Thai FDA/NDI,Ambroxol HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_d6bb1cd0a6b7,B,BDS002643,Mucosolvan [Ambroxol HCl 30 mg.],Ambroxol HCl,,official_label,DailyMed/FDA/eMC,Ambroxol HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_c964e6cd1f30,A,BDS002639,Mucosolvan PL [Ambroxol HCl 75 mg.],Ambroxol HCl,,product_label,Thai FDA/NDI,Ambroxol HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_ea3b51b138fc,B,BDS002639,Mucosolvan PL [Ambroxol HCl 75 mg.],Ambroxol HCl,,official_label,DailyMed/FDA/eMC,Ambroxol HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_6c65efa7254c,A,BDS002901,Nac Long [Acetylcysteine 600 mg.],Acetylcysteine,,product_label,Thai FDA/NDI,Acetylcysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_40780cbc4084,B,BDS002901,Nac Long [Acetylcysteine 600 mg.],Acetylcysteine,,official_label,DailyMed/FDA/eMC,Acetylcysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e0c13a10085e,A,BDS003694,Solmax [Carbocysteine 500 mg.],Carbocysteine,,product_label,Thai FDA/NDI,Carbocysteine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_ffe556369601,B,BDS003694,Solmax [Carbocysteine 500 mg.],Carbocysteine,,official_label,DailyMed/FDA/eMC,Carbocysteine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_da066142a964,A,BDS001664,Dulcolax [Bisacodyl 5 mg.],Bisacodyl,,product_label,Thai FDA/NDI,Bisacodyl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_530aeead93e1,B,BDS001664,Dulcolax [Bisacodyl 5 mg.],Bisacodyl,,official_label,DailyMed/FDA/eMC,Bisacodyl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e1dae2e63e1a,A,BDS001715,Duphalac 100 [Lactulose 66.7 g/100 ml],Lactulose,,product_label,Thai FDA/NDI,Lactulose Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_3f16a4b506b0,B,BDS001715,Duphalac 100 [Lactulose 66.7 g/100 ml],Lactulose,,official_label,DailyMed/FDA/eMC,Lactulose DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_db2c3dc7a8f7,A,BDS001837,Emulax [Bisacodyl 5 mg.],Bisacodyl,,product_label,Thai FDA/NDI,Bisacodyl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_781decb97877,B,BDS001837,Emulax [Bisacodyl 5 mg.],Bisacodyl,,official_label,DailyMed/FDA/eMC,Bisacodyl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d829e7a47bc1,A,BDS001842,Forlax [Macrogol 4000 10 g.+ Saccharin sodium 0.017 g.+ Orange-grapefruit flavour 0.15 g.],Macrogol 4000 + Saccharin sodium + Orange-grapefruit flavour,,product_label,Thai FDA/NDI,Macrogol 4000 + Saccharin sodium + Orange-grapefruit flavour Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_b1174956fcd4,B,BDS001842,Forlax [Macrogol 4000 10 g.+ Saccharin sodium 0.017 g.+ Orange-grapefruit flavour 0.15 g.],Macrogol 4000 + Saccharin sodium + Orange-grapefruit flavour,,official_label,DailyMed/FDA/eMC,Macrogol 4000 + Saccharin sodium + Orange-grapefruit flavour DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d8284b8e9cef,A,BDS003505,Fybogel Orange [Ispaghula Husk 3.5 g.],Ispaghula Husk,,product_label,Thai FDA/NDI,Ispaghula Husk Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_2e3bc4f75f3d,B,BDS003505,Fybogel Orange [Ispaghula Husk 3.5 g.],Ispaghula Husk,,official_label,DailyMed/FDA/eMC,Ispaghula Husk DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ba4474ff1d6d,A,BDS002128,Hepalac [Lactulose 66.7 g+Galactose 11 g+Lactose 6 g/100 ml],Lactulose + Galactose + Lactose,,product_label,Thai FDA/NDI,Lactulose + Galactose + Lactose Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5ed08ca85e7d,B,BDS002128,Hepalac [Lactulose 66.7 g+Galactose 11 g+Lactose 6 g/100 ml],Lactulose + Galactose + Lactose,,official_label,DailyMed/FDA/eMC,Lactulose + Galactose + Lactose DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_84f7e84cb0f4,A,BDS008461,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],Magnesium Hydroxide,,product_label,Thai FDA/NDI,Magnesium Hydroxide Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f193268cff6b,B,BDS008461,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],Magnesium Hydroxide,,official_label,DailyMed/FDA/eMC,Magnesium Hydroxide DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_a38b0ec38059,A,BDS002697,Mucilin Orange Flavour [Ispaghula Husk 49.0 g./100 g.],Ispaghula Husk,,product_label,Thai FDA/NDI,Ispaghula Husk Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_e9438025be3c,B,BDS002697,Mucilin Orange Flavour [Ispaghula Husk 49.0 g./100 g.],Ispaghula Husk,,official_label,DailyMed/FDA/eMC,Ispaghula Husk DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_b7b3624995e1,A,BDS002699,Mucilin Orange SF [Ispaghula Husk 3.5 g./5 g.],Ispaghula Husk,,product_label,Thai FDA/NDI,Ispaghula Husk Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_2301f6f641e2,B,BDS002699,Mucilin Orange SF [Ispaghula Husk 3.5 g./5 g.],Ispaghula Husk,,official_label,DailyMed/FDA/eMC,Ispaghula Husk DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d8ff2743b1cf,A,BDS003611,Senokot [Sennoside 7.5 mg.],Sennoside,,product_label,Thai FDA/NDI,Sennoside Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_7ed71a444296,B,BDS003611,Senokot [Sennoside 7.5 mg.],Sennoside,,official_label,DailyMed/FDA/eMC,Sennoside DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_7719207a3595,A,BDS003613,Senolax [Sennoside B 7.5 mg.],Sennoside B,,product_label,Thai FDA/NDI,Sennoside B Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_c52894572aa7,B,BDS003613,Senolax [Sennoside B 7.5 mg.],Sennoside B,,official_label,DailyMed/FDA/eMC,Sennoside B DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_147b6566d8ab,A,BDS004866,น้ำมันละหุ่งหวาน [Saccharin 0.006 g+Amyl Acetate 0.037 g+Alcohol 0.45 ml+Castor Oil/15 ml.],Saccharin + Amyl Acetate + Alcohol + Castor Oil,,product_label,Thai FDA/NDI,Saccharin + Amyl Acetate + Alcohol + Castor Oil Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f941d4d47363,B,BDS004866,น้ำมันละหุ่งหวาน [Saccharin 0.006 g+Amyl Acetate 0.037 g+Alcohol 0.45 ml+Castor Oil/15 ml.],Saccharin + Amyl Acetate + Alcohol + Castor Oil,,official_label,DailyMed/FDA/eMC,Saccharin + Amyl Acetate + Alcohol + Castor Oil DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_c212badfd14f,A,BDS002214,Imodium [Loperamide HCl 2 mg.],Loperamide HCl,,product_label,Thai FDA/NDI,Loperamide HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
