bds,product_name,generic_group,category,form,pediatric_target_status,supported_target_modes,default_target_mode,default_target_value,default_target_unit,fixed_amount_min_per_dose,fixed_amount_max_per_dose,fixed_amount_unit,reference_source_product,reference_source_shortcut,reference_frequency,reference_duration,reference_dispense,same_generic_reference_count,same_generic_reference_disease_keys,notes
BDS002617,Meptin Mini 25 (10 tabs),Procaterol HCl,Bronchodilators,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002618,Meptin น้ำ มีกล่อง (60 ml.),Procaterol HCl,Bronchodilators,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS046509,Proctase-P (10 cap),Proctase + Pancreatin,"Vertigo, circulation & vascular support",capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001237,Betalol 10 mg (10 tabs),Propranolol,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007484,Annalol-10 (10 tabs),Propranolol HCl,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001281,Betalol 40 mg (10 tabs),Propranolol HCl,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS046506,Pyroid (10 tabs),Propylthiouracil,Endocrine & thyroid,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003138,Pariet 20 mg (14 tabs),Rabeprazole,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS047441,Rabeprazole Sandoz 20 mg (14 tabs),Rabeprazole Sandoz,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003417,Mucosta tabs (10 tabs),Rebamipide,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003423,Rothricin 150 mg (10 tabs),Roxithromycin,Respiratory antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007976,Roxitop 300 (10 tabs),Roxithromycin,Respiratory antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003428,Rulid 150 mg (10 tabs),Roxithromycin,Respiratory antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008607,Durasal-CR 4 mg (10 cap),Salbutamol,Bronchodilators,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001033,Aerotamol 100 mcg (200 doses),Salbutamol Sulphate,Bronchodilators,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004009,Ventolin Evohaler (200 doses),Salbutamol Sulphate,Bronchodilators,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004205,Zema Lotion (15 ml.),Salicylic Acid 11.8% + Resorcinol 3.8% + Phenylic Acid 0.285%,Antifungals,lotion,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS047738,SOS Plus Corn Plaster Removal (4 pieces),Salicylic acid + Titanium dioxide + Liquid paraffin + Polyvinyl alkyl ethers,Wart treatment,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003611,Senokot (60 tabs),Sennoside,Laxatives & bowel care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003613,Senolax (60 tabs),Sennoside B,Laxatives & bowel care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS049779,Zalain Vaginal Suppository (1 tab),Sertaconazole,Vaginal therapies,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001038,Avarin (10 cap),Simethicone + Alverine Citrate,Carminatives & gas relief,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001226,Bestatin 10 mg (10 tabs),Simvastatin,Lipid lowering,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001225,Bestatin 20 mg (10 tabs),Simvastatin,Lipid lowering,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001223,Bestatin 40 mg (10 tabs),Simvastatin,Lipid lowering,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004228,Zimmex 10 mg (10 tabs),Simvastatin,Lipid lowering,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001222,Zimmex 20 mg (10 tabs),Simvastatin,Lipid lowering,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS049784,Zimmex 40 mg (10 tabs),Simvastatin,Lipid lowering,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006693,Zimva 10 mg (GPO) (10 tabs),Simvastatin,Lipid lowering,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006691,Zimva 20 mg (GPO) (10 tabs),Simvastatin,Lipid lowering,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044313,Klean & Kare Saline (ANB) (200 ml.),Sodium Chloride,Saline & irrigation,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044321,Klean & Kare Saline กลาง (500 ml.),Sodium Chloride,Saline & irrigation,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044322,Klean & Kare Saline ใหญ่ (1000 ml.),Sodium Chloride,Saline & irrigation,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004868,Normal Saline (Otsuka) (1000 ml.),Sodium Chloride,Saline & irrigation,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS045626,Normal Saline (Thai Nakorn Patana) (1000 ml.),Sodium Chloride,Saline & irrigation,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003906,U-Enema (100 ml.),Sodium Chloride,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003905,Unison Enema ผู้ใหญ่ (20 ml.),Sodium Chloride,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003907,Unison Enema เด็ก (10 ml.),Sodium Chloride,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004870,น้ำเกลือล้างแผล (วิทยาศรม) (120 ml.),Sodium Chloride,Saline & irrigation,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS047669,Sofclens Normal Saline Solution (100 ml.),Sodium Chloride 0.9 % w/v,Saline & irrigation,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS043800,Hialid 0.1 Opthalmic Solution (5 ml.),Sodium Hyaluronate 0.1% + 6-Aminocaproic Acid,Eye care & ocular lubricants,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS043847,Hyatear (20 tubes),Sodium Hyaluronate 0.18% (Sodium Hyaluronate + Sodium Chloride + Potassium Chloride + Trisodium citrate,Eye care & ocular lubricants,tube,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002023,Glycerin Suppositories For Adults (12 sticks),Sodium Stearate,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002032,Glycerin Suppositories For Infants (12 sticks),Sodium Stearate,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002015,Gaviscon Peppermint tabslet 16s (16 tabs),Sodium alginate + Sodium bicarbonate + Calcium Carbonate,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002012,Gaviscon Dual Action bottle 150 ml (150 ml.),Sodium alginate + Sodium bicarbonate + Calcium carbonate,"Acid suppression, antacids & gastroprotection",bottle,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002033,Gaviscon Dual Action sachet 10 ml (10 ml.),Sodium alginate + Sodium bicarbonate + Calcium carbonate,"Acid suppression, antacids & gastroprotection",powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002011,Gaviscon Dual Action tabslet 16s (16 tabs),Sodium alginate + Sodium bicarbonate + Calcium carbonate,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS043614,Gaviscon Advance bottle 150 ml (150 ml.),Sodium alginate Ph Eur + Potassium bicarbonate + Calcium carbonate + Carbomer,"Acid suppression, antacids & gastroprotection",bottle,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS043613,Gaviscon Advance sachet 10 ml (10 ml.),Sodium alginate Ph Eur + Potassium bicarbonate + Calcium carbonate + Carbomer,"Acid suppression, antacids & gastroprotection",powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS047683,Soda Mint (10 tabs),Sodium bicarbonate + Peppermint Oil,Carminatives & gas relief,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001923,Fucidin Ointment (5 g.),Sodium fusidate,Wound care & topical antibiotics,ointment,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS048649,Tavipec cap (10 cap),Spike Lavender Oil,"Cough, mucolytics & expectorants",capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007005,Altone (10 tabs),Spironolactone,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003918,Ulcefate Suspension bottle 240 ml (240 ml.),Sucralfate,"Acid suppression, antacids & gastroprotection",syrup / suspension,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003917,Ulcefate Suspension bottle 60 ml (60 ml.),Sucralfate,"Acid suppression, antacids & gastroprotection",syrup / suspension,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003915,Ulcefate Suspension sachet 5 ml (5 ml.),Sucralfate,"Acid suppression, antacids & gastroprotection",syrup / suspension,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003903,Ulcefate tabslet strip 10s (10 tabs),Sucralfate,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003565,Sucrate Gel (5 ml.),Sucralfate gel,"Acid suppression, antacids & gastroprotection",gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008766,Sulcain (10 tabs),Sulcain + Magcerin,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS047646,Siagran 50 mg (4 tabs),Sumatriptan succinate,Migraine-specific drugs,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002563,Lamisil Cream (5 g.),Terbinafine HCl,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003708,Terbuhim (10 tabs),Terbutaline sulfate,Bronchodilators,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001458,Asthmasian Expectorant Syrup (60 ml.),Terbutaline sulfate + Glyceryl guaiacolate,Bronchodilators,syrup / suspension,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002844,Nuelin SR (20 tabs),Theophylline,Bronchodilators,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002822,Neurobion (10 tabs),Thiamine Disulfide + Pyridoxine HCl + Cyanocobalamin,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003007,One-Six-Twelve (10 tabs),Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008151,Sambee (10 tabs),Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008708,Tri-Be-Sian (10 tabs),Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007809,Viboral (10 tabs),Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040003,Asiazole-T.N. tabslets (4 tabs),Tinidazole,Vaginal therapies,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007954,Gyno Gena-500 (4 tabs),Tinidazole,Vaginal therapies,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003861,Tobrex Ophthalmic Solution (5 ml.),Tobramycin,Ophthalmic antibiotics,eye drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003862,Tobradex Ophthalmic Suspension (5 ml.),Tobramycin + Dexamethasone + Tyloxapol + Sodium Chloride,Eye anti-allergy,eye drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003637,Tobradex Ophthalmic Ointment (3.5 g.),Tobramycin 0.3% + Dexamethasone 0.1%,Ophthalmic antibiotics,eye drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002652,Mydocalm (10 tabs),Tolperisone,Muscle relaxants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003410,M-Calm tabslet (10 tabs),Tolperisone Hydrochloride,Muscle relaxants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003571,Soneriper M (10 tabs),Tolperisone Hydrochloride,Muscle relaxants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003739,Tramal (10 cap),Tramadol HCl,Strong pain medicines,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007960,Tranxic (10 cap),Tranexamic Acid,Miscellaneous,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001058,Aristocort 0.1% (15 g.),Triamcinolone Acetonide,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007547,Kanolone Lotion 30 ml (30 ml.),Triamcinolone Acetonide,"Anti-itch, eczema & dermatitis topicals",lotion,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007551,Kanolone Lotion 60 ml (60 ml.),Triamcinolone Acetonide,"Anti-itch, eczema & dermatitis topicals",lotion,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003719,T.A.Cream 0.02% (15 g.),Triamcinolone Acetonide,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003773,T.A.Cream 0.1% เล็ก (5 g.),Triamcinolone Acetonide,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003780,T.A.Cream 0.1% ใหญ่ (15 g.),Triamcinolone Acetonide,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS048630,TA 0.1% Lotion (30 g.),Triamcinolone Acetonide,"Anti-itch, eczema & dermatitis topicals",lotion,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007775,Zyno 0.02% (5 g.),Triamcinolone Acetonide,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007776,Zyno 0.1% (5 g.),Triamcinolone Acetonide,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002874,Nasacort AQ Spray Suspension (120 doses),Triamcinolone Acetonide + อื่นๆ,Nasal sprays & decongestants,spray,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008756,Tacinol 0.02 เล็ก (5 g.),Triamcinolone Acetonide 0.02% w/w,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008757,Tacinol 0.02 ใหญ่ (15 g.),Triamcinolone Acetonide 0.02% w/w,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003799,Tram Lotion (30 ml.),Triamcinolone Acetonide 0.1 % w/v,"Anti-itch, eczema & dermatitis topicals",lotion,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008758,Tacinol 0.1 เล็ก (5 g.),Triamcinolone Acetonide 0.1 % w/w,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008759,Tacinol 0.1 ใหญ่ (15 g.),Triamcinolone Acetonide 0.1 % w/w,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007548,Kenalone Oral Paste sachet 1 g (1 g.),Triamcinolone Acetonide 0.1%,Throat & oral care,powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003751,Trinolone Oral Paste 5 g (5 g.),Triamcinolone Acetonide 0.1%,Throat & oral care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003750,Trinolone Oral Paste sachet 1 g (1 g.),Triamcinolone Acetonide 0.1%,Throat & oral care,powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008001,Actrim (10 tabs),Trimethoprim + Sulfamethoxazole,UTI antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042320,Diovan 160 mg (28 tabs),Valsartan,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042319,Diovan 80 mg (28 tabs),Valsartan,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS043612,Galvus 50 mg (56 tabs),Vildagliptin,Diabetes,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003507,Siduol (10 cap),Vit K1 + Rutin + Lysozyme Cl + Vit E,Hemorrhoids & venous disease,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003027,Obimin-AZ (60 tabs),Vit.A + Vit.D + Vit.E + Vit. C,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044925,Mega Diavit (10 cap),Vit.B1 + Vit.B6 + Methylcobalamin + Folic Acid,Vitamins & supplements,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004007,Vitamin B1-B6-B12 (GPO) (100 tabs),Vit.B1 + Vit.B6 + Vit.B12,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041434,C-Force 1000 (6 tabs),Vit.C . (Ascorbic acid + Sodium Ascorbate .),Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008321,Bio-C-Vitamin (30 tabs),Vitamin C + Calcium,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040622,Blackmores Naturetime Buffered C (31 tabs),Vitamin C .(Ascorbic acid + Calcium ascorbate .) + Bioflavonoids + Hesperidin,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002806,Nappy-Hippo (25 g.),Zinc Oxide,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002901,Nac Long (10 tabs),acetylcysteine,"Cough, mucolytics & expectorants",tube,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS043123,Facil 100 (5 g.),acetylcysteine sachet,"Cough, mucolytics & expectorants",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008064,Acyvir 400 mg (5 tabs),acyclovir,Antivirals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008065,Acyvir 800 mg (5 tabs),acyclovir,Antivirals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001007,Aloe Gel (30 g.),aloe gel,Wound care & topical antibiotics,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002201,Ibiamox 500 mg (10 cap),amoxicillin,Respiratory antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001103,AMK 1000 mg (10 tabs),amoxicillin clavulanate,Respiratory antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006462,Difflam Forte Spray (15 ml.),benzydamine spray,Throat & oral care,spray,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002801,Mebo (10 g.),beta sitosterol burn cream,Wound care & topical antibiotics,tube,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006571,Serc 24 mg (20 tabs),betahistine,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS045630,Nasotapp (10 tabs),brompheniramine + phenylephrine,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001509,Celebrex 200 mg (10 cap),celecoxib,NSAIDs (oral anti-inflammatory painkillers),capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001496,Cifloxin 500 mg (10 tabs),ciprofloxacin,UTI antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001491,Canasone C.B. Cream (15 g.),clotrimazole + betamethasone cream,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001489,Canesten Cream 10 g (10 g.),clotrimazole cream,Antifungals,topical,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007973,Fartussin (ควบคุมจำนวน) (10 tabs),cough combo,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002211,Icolid (ควบคุมจำนวน) (10 tabs),dextromethorphan,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003914,Uniren Spray (60 ml.),diclofenac topical,Topical pain relief & topical NSAIDs,spray,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001465,Combizym (10 tabs),digestive enzyme,Digestive enzymes,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042304,Dehecta (20 ml.),dioctahedral smectite,Antidiarrheals & GI adsorbents,powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006840,Relpax 40 mg (2 tabs),eletriptan,Migraine-specific drugs,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001078,Arcoxia 60 mg (5 tabs),etoricoxib,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS046208,Op-Ize Eye Wash (110 ml.),eye wash,Eye care & ocular lubricants,wash,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
