bds,product_name,generic_group,category,form,pediatric_target_status,supported_target_modes,default_target_mode,default_target_value,default_target_unit,fixed_amount_min_per_dose,fixed_amount_max_per_dose,fixed_amount_unit,reference_source_product,reference_source_shortcut,reference_frequency,reference_duration,reference_dispense,same_generic_reference_count,same_generic_reference_disease_keys,notes
BDS002846,Nurofen-400 (6 tabs),Ibuprofen,General analgesics & antipyretics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003581,S-Pro 600 (10 tabs),Ibuprofen,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS047673,Solufen 400 (10 cap),Ibuprofen,General analgesics & antipyretics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040629,Brustan (10 tabs),Ibuprofen + Paracetamol,General analgesics & antipyretics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007161,Ibuman-Plus (10 tabs),Ibuprofen + Paracetamol,General analgesics & antipyretics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007165,Kintal B (10 tabs),Ibuprofen + Paracetamol,General analgesics & antipyretics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001102,Aldara (0.25 g.),Imiquimod 5% w/w,Wart treatment,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001806,Elmetacin พ่นแก้ปวด (50 ml.),Indomethacin,Topical pain relief & topical NSAIDs,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS047729,Satogesic Gel (35 g.),Indomethacin + L-menthol,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040000,Aerobidol Inhaler (200 doses),Ipratropium Bromide Monohydrate ( + Fenoterol Hydrobromide 50 ug./dose,Bronchodilators,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001235,Berodual Metered Doses (10 ml.),Ipratropium Bromide Monohydrate . ( + Fenoterol Hydrobromide ./dose,Bronchodilators,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003505,Fybogel Orange (3.5 g.),Ispaghula Husk,Laxatives & bowel care,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002697,Mucilin Orange Flavour (5 g.),Ispaghula Husk,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002699,Mucilin Orange SF (5 g.),Ispaghula Husk,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002048,Ganaton (10 tabs),Itopride Hydrochloride,Antiemetics & motion sickness,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042329,Doiz 50 mg (10 tabs),Itopride hydrochloride,Antiemetics & motion sickness,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003653,Spornar (10 cap),Itraconazole,Antifungals,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007543,Fungasin Cream ใหญ่ (20 g.),Ketoconazole,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007572,J.V.Nazole (10 tabs),Ketoconazole,Antifungals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002826,Ninazol T.O. (10 tabs),Ketoconazole,Antifungals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS045665,Nizoral Cream 15 g. (15 g.),Ketoconazole,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002829,Nizoral Cream เล็ก (5 g.),Ketoconazole,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006242,Fastum Gel (30 g.),Ketoprofen 2.5%,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007691,Zatifen (10 tabs),Ketotifen,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001032,Ammeltz เล็ก (48 ml.),L-Menthol + DL-Campher + Methyl Salicylate + Vanillylamide,Topical pain relief & topical NSAIDs,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001031,Ammeltz ใหญ่ (82 ml.),L-Menthol + DL-Campher + Methyl Salicylate + Vanillylamide,Topical pain relief & topical NSAIDs,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001715,Duphalac 100 (100 ml.),Lactulose,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007554,Losalac Syrup (100 ml.),Lactulose,Laxatives & bowel care,syrup / suspension,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002128,Hepalac (100 ml.),Lactulose + Galactose + Lactose,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003110,Prevacid FDT 30 (14 tabs),Lansoprazole,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006259,Zanidip 10 mg (28 tabs),Lercanidipine HCl,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044553,Levocet (10 tabs),Levocetirizine dihydrochloride,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004130,Xyzal 5 mg (10 tabs),Levocetirizine dihydrochloride,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001548,Cravit 500 mg (5 tabs),Levofloxacin,UTI antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008681,Levomac 500 (5 tabs),Levofloxacin,UTI antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001462,Cravit Ophthalmic Solution (5 ml.),Levofloxacin 0.5%,Ophthalmic antibiotics,eye drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042823,Euthyrox 100 mcg สูตรปรับปรุง (100 tabs),Levothyroxine Sodium,Endocrine & thyroid,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042824,Euthyrox 50 mcg สูตรปรับปรุง (100 tabs),Levothyroxine Sodium,Endocrine & thyroid,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008703,Tedium (10 cap),Loperamide,Antidiarrheals & GI adsorbents,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002214,Imodium (6 cap),Loperamide HCl,Antidiarrheals & GI adsorbents,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040033,Allernix (10 tabs),Loratadine,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041510,Clarid (10 tabs),Loratadine,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006046,Loreze (10 cap),Loratadine,Antihistamines & decongestants,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044532,Lanzaar 100 mg (3 blister),Losartan potassium,Hypertension & cardiovascular,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044546,Lanzaar 50 (10 tabs),Losartan potassium,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002549,Loranta 100 mg (10 tabs),Losartan potassium,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002522,Loranta 50 mg (10 tabs),Losartan potassium,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006044,Losartan 50 mg (GPO) (15 tabs),Losartan potassium,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS048635,Tanzaril 100 mg (10 tabs),Losartan potassium,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003703,Tanzaril 50 mg (10 tabs),Losartan potassium,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044250,Japrolox tabslets (20 tabs),Loxoprofen sodium,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001830,Exluton (28 tabs),Lynestrenol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001233,Bioflor Capsule (5 cap),Lyophilized Saccharomyces boulardii,Antidiarrheals & GI adsorbents,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007181,Leftose (10 tabs),Lysozyme chloride,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001842,Forlax (10 g.),Macrogol 4000 + Orange-grapefruit,Laxatives & bowel care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002681,Magesto-F bottle 100s (100 tabs),Mamylase + Thiamine mononitrate + Diastase + Scopolia extract,Digestive enzymes,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002224,Magesto-F sachet 10s (10 tabs),Mamylase + Thiamine mononitrate + Diastase + Scopolia extract,Digestive enzymes,powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044317,Kerdica 20 mg (10 tabs),Manidipine HCl,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003146,Madiplot 10 mg (10 tabs),Manidipine HCl,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002638,Madiplot 20 mg (10 tabs),Manidipine HCl,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001230,Benda 500 (1 tab),Mebendazole,Antiparasitics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001227,Benda 500 กลิ่นเลมอน (1 tab),Mebendazole,Antiparasitics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001927,Fugacar 500 รสผลไม้ (1 tab),Mebendazole,Antiparasitics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001484,Colofac 135 (10 tabs),Mebeverine HCl,Antispasmodics & abdominal cramps,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001707,Duspatin 135 (10 tabs),Mebeverine HCl,Antispasmodics & abdominal cramps,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002687,Mecze (10 tabs),Mecobalamin,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002625,Methycobal 500 (10 tabs),Mecobalamin,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007122,Deltacarbon (10 tabs),Medicinal Charcoal,Antidiarrheals & GI adsorbents,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044900,Mefamed 500 (10 tabs),Mefenamic acid,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044909,Meomic 500 (10 tabs),Mefenamic acid,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003131,Ponstan 500 mg (10 tabs),Mefenamic acid,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040009,Anpuzz 520 (10 tabs),Mefenamic acid + Dicyclomine HCl,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008116,Cambic 15 (10 tabs),Meloxicam,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002669,Melcam (10 tabs),Meloxicam,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002642,Mobic 7.5 mg (10 tabs),Meloxicam,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002817,Neotica Balm เล็ก (30 g.),Menthol + Camphor + Methyl Salicylate + Eucalyptus oil,Topical pain relief & topical NSAIDs,ear drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002819,Neotica Balm ใหญ่ (100 g.),Menthol + Camphor + Methyl Salicylate + Eucalyptus oil,Topical pain relief & topical NSAIDs,ear drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001924,Flanil (30 g.),Menthol + Methyl Salicylate + Eugenol,Topical pain relief & topical NSAIDs,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
